order_id,order_date,year,quarter,month_name,day_name,customer_id,customer_name,age,age_group,gender,region,city,product_category,product_name,quantity,unit_price,discount_pct,discount_group,sales_amount,profit_margin,profit,shipping_cost,payment_method,customer_satisfaction,return_flag,order_status,days_to_ship
ORD-01712,02/01/2022,2022,Q1,January,Sunday,CUST49015,Pooja Iyer,31,Young Adult,Male,Central,Indore,Beauty,Face Cream,,1868.65,0.06,Low,1684.76,40%,667.36,71.24,UPI,4,FALSE,Delivered,2
ORD-00337,26/05/2020,2020,Q2,May,Tuesday,CUST25152,Shreya Mishra,61,Senior,Female,West,Ahmedabad,Books,Cook Book,2,425.83,0.04,Low,846.36,43%,364.43,42.68,UPI,4,FALSE,Delivered,10
ORD-03207,19/10/2023,2023,Q4,October,Thursday,CUST72297,Nisha Bhat,53,Adult,Female,South,Bangalore,Furniture,Bed Frame,5,2374.77,0.28,High,9688.23,27%,2614.25,83.81,UPI,1,FALSE,Delivered,6
ORD-00354,06/01/2020,2020,Q1,January,Monday,CUST12677,Aditya Shah,41,Adult,Other,North,Chandigarh,Groceries,Rice (5kg),8,294.27,0.35,Very High,1927.79,5%,96.62,53.97,Cash on Delivery,1,FALSE,Delivered,5
ORD-00837,18/01/2021,2021,Q1,January,Monday,CUST71096,Kavya Shah,29,Young Adult,Other,East,Patna,Electronics,Headphones,5,58480.23,0.09,Low,200569.38,12%,24313.05,84.38,Credit Card,4,FALSE,Delivered,2
ORD-02607,02/06/2023,2023,Q2,June,Friday,CUST31900,Amit Rao,39,Adult,Other,South,Bangalore,Sports,Yoga Mat,8,5590.43,0.19,Medium,37398.22,13%,4824.74,69.42,Credit Card,4,FALSE,Delivered,2
ORD-00727,29/11/2020,2020,Q4,November,Sunday,CUST39869,Ritu Mishra,29,Young Adult,Female,West,Mumbai,Electronics,Smartwatch,4,7981.68,0.38,Very High,12800.24,14%,1753.15,40.05,Debit Card,4,FALSE,Delivered,5
ORD-02529,01/03/2023,2023,Q1,March,Wednesday,CUST61216,Nikhil Joshi,34,Young Adult,Male,West,Pune,Furniture,Bed Frame,2,9783.06,0.12,Medium,15984.43,22%,3578.22,43.71,Cash on Delivery,2,TRUE,Returned,5
ORD-03018,30/07/2023,2023,Q3,July,Sunday,CUST13941,Ritu Sharma,34,Young Adult,Other,South,Hyderabad,Electronics,Camera,4,66643.15,0.14,Medium,325899.4,12%,40690.87,51.43,Cash on Delivery,1,FALSE,Delivered,3
ORD-01841,26/03/2022,2022,Q1,March,Saturday,CUST02321,Sunita Patel,26,Young Adult,Female,West,Surat,Beauty,Shampoo,10,160.57,0.38,Very High,1214.1,57%,697.82,51.31,Credit Card,3,FALSE,Delivered,2
ORD-02858,28/05/2023,2023,Q2,May,Sunday,CUST34534,Sanjay Rao,55,Adult,Male,Central,Bhopal,Sports,Cricket Bat,7,12138.63,0.13,Medium,95488.18,22%,21101.52,32.89,UPI,5,FALSE,Shipped,4
ORD-04176,21/12/2024,2024,Q4,December,Saturday,CUST37046,Rohan Bhat,3,Child & Teen,Other,West,Surat,Electronics,Headphones,6,61234.43,0.24,High,268632.52,12%,31422.9,48.82,Credit Card,,FALSE,Delivered,4
ORD-03609,20/04/2024,2024,Q2,April,Saturday,CUST45693,Aditya Singh,45,Adult,Male,North,Amritsar,Books,Comic Book,5,224.92,0.24,High,1230.66,43%,529.42,65.16,UPI,5,FALSE,Delivered,2
ORD-00559,09/05/2020,2020,Q2,May,Saturday,CUST34558,Amit Bhat,46,Adult,Other,West,Mumbai,Clothing,Jeans,8,2151.16,0.12,Medium,15432.22,30%,4651.88,67.35,Cash on Delivery,4,TRUE,Returned,4
ORD-01775,25/02/2022,2022,Q1,February,Friday,CUST42783,Ritu Das,25,Young Adult,Other,Central,Indore,Sports,Tennis Racket,1,7835.77,0.08,Low,6868.24,23%,1599.65,44.2,Credit Card,,TRUE,Returned,
ORD-02870,31/05/2023,2023,Q2,May,Wednesday,CUST15861,Priya Mishra,27,Young Adult,Other,West,Surat,Books,Fiction Novel,2,790.19,0.12,Medium,2524.52,49%,1241.47,75.5,UPI,2,FALSE,Delivered,1
ORD-00130,20/02/2020,2020,Q1,February,Thursday,CUST73625,Nisha Bose,28,Young Adult,Other,East,Guwahati,Books,Textbook,10,327.54,0.15,Medium,2755.17,55%,1528.85,80.58,Debit Card,5,TRUE,Returned,2
ORD-02188,14/08/2022,2022,Q3,August,Sunday,CUST93685,Vikram Singh,19,Young Adult,Other,South,Chennai,Electronics,Laptop,10,46080.58,0.33,Very High,392607.23,10%,38045.24,42.13,Credit Card,1,FALSE,Delivered,7
ORD-02807,05/03/2023,2023,Q1,March,Sunday,CUST59711,Rohan Mishra,29,Young Adult,Female,East,Bhubaneswar,Clothing,Kurta,10,630.78,,,10612,33%,3459.74,83.61,Credit Card,4,FALSE,Delivered,8
ORD-01201,25/06/2021,2021,Q2,June,Friday,CUST00543,Karan Singh,,,Male,South,Kochi,Sports,Cricket Bat,,10501.07,0.1,Low,15147.36,20%,3020.39,56.4,Cash on Delivery,5,FALSE,Delivered,7
ORD-03976,09/10/2024,2024,Q4,October,Wednesday,CUST72202,Aarav Joshi,28,Young Adult,Male,West,Ahmedabad,Electronics,Headphones,1,40304.61,0.04,Low,54475.55,10%,5497.55,73.05,UPI,2,FALSE,Cancelled,5
ORD-03674,15/05/2024,2024,Q2,May,Wednesday,CUST71549,Ritu Das,37,Adult,Female,East,Kolkata,Furniture,Chair,3,16806.93,0.37,Very High,52202.49,34%,17999.97,90.53,Credit Card,4,FALSE,Delivered,2
ORD-00982,23/03/2021,2021,Q1,March,Tuesday,CUST31894,Amit Joshi,44,Adult,Other,North,Ludhiana,Furniture,Desk,2,4143.1,,,9554.34,26%,2463.95,56.97,Net Banking,5,FALSE,Delivered,5
ORD-00485,08/02/2020,2020,Q1,February,Saturday,CUST67381,Amit Mehta,46,Adult,Other,East,Kolkata,Electronics,Laptop,6,76471.27,,,542833.32,15%,79755.17,71.89,Cash on Delivery,5,FALSE,Delivered,5
ORD-03297,26/11/2023,2023,Q4,November,Sunday,CUST29713,Rahul Gupta,37,Adult,Male,West,Mumbai,Books,Cook Book,10,666.25,0.07,Low,5098.4,34%,1728.64,55.61,UPI,3,FALSE,Delivered,8
ORD-04137,12/04/2024,2024,Q2,April,Friday,CUST62051,Ananya Pillai,5,Child & Teen,Other,Central,Bhopal,Electronics,Tablet,4,51581.35,0.38,Very High,131067.26,12%,15238.43,72.66,Net Banking,4,TRUE,Returned,8
ORD-02163,05/08/2022,2022,Q3,August,Friday,CUST72247,Arjun Mishra,57,Senior,Male,East,Kolkata,Electronics,Tablet,1,67980.93,,,96948,12%,11975.81,63.26,Cash on Delivery,4,FALSE,Delivered,9
ORD-02445,28/11/2022,2022,Q4,November,Monday,CUST71240,Pooja Sharma,3,Child & Teen,Other,North,Chandigarh,Books,Fiction Novel,5,1175.29,0.36,Very High,3025.64,43%,1294.96,66.21,Net Banking,2,FALSE,Delivered,4
ORD-00767,13/12/2020,2020,Q4,December,Sunday,CUST99682,Aditya Mishra,17,Child & Teen,Other,North,Ludhiana,Furniture,Sofa,5,30866.8,0.07,Low,87823.05,30%,26550.31,38.03,Debit Card,5,FALSE,Delivered,10
ORD-00629,10/09/2020,2020,Q3,September,Thursday,CUST51786,Kavya Joshi,48,Adult,Male,Central,Bhopal,Beauty,Perfume,9,1406.56,0.1,Low,8925.05,42%,3776.97,39.94,Cash on Delivery,,FALSE,Delivered,5
ORD-00701,13/11/2020,2020,Q4,November,Friday,CUST90688,Priya Nair,42,Adult,Female,East,Patna,Electronics,Tablet,6,50084.03,0.17,Medium,186628.87,11%,20981.15,94.58,Debit Card,4,FALSE,Cancelled,6
ORD-00439,07/12/2020,2020,Q4,December,Monday,CUST45071,Aditya Nair,22,Young Adult,Male,West,Ahmedabad,Groceries,Cooking Oil,2,379.2,0.2,Medium,658.39,4%,27.25,67.65,UPI,1,FALSE,Delivered,7
ORD-00132,20/02/2020,2020,Q1,February,Thursday,CUST20387,Ritu Mishra,26,Young Adult,Female,South,Kochi,Beauty,Lipstick,2,959.97,0.05,Low,1563.91,40%,630.51,71.85,EMI,4,FALSE,Delivered,2
ORD-00343,28/05/2020,2020,Q2,May,Thursday,CUST91659,Shreya Verma,2,Child & Teen,Male,Central,Nagpur,Clothing,Kurta,1,1604.88,0.22,High,1620.42,26%,414.75,71.08,Debit Card,3,TRUE,Returned,4
ORD-02362,18/10/2022,2022,Q4,October,Tuesday,CUST09796,Shreya Mehta,2,Child & Teen,Other,North,Ludhiana,Clothing,Kurta,5,3077.69,0.12,Medium,12279.25,33%,4018.97,55.38,UPI,3,FALSE,Delivered,8
ORD-01138,28/05/2021,2021,Q2,May,Friday,CUST65692,Aarav Kumar,12,Child & Teen,Other,Central,Raipur,Groceries,Tea,10,179.45,0.1,Low,2253.34,8%,170.8,35.54,EMI,,FALSE,Delivered,7
ORD-03480,22/02/2024,2024,Q1,February,Thursday,CUST61945,Vikram Joshi,25,Young Adult,Other,West,Ahmedabad,Clothing,T-Shirt,6,1277.66,,,7425.11,29%,2123.71,43.17,Net Banking,1,FALSE,Delivered,10
ORD-02011,06/05/2022,2022,Q2,May,Friday,CUST67385,Kavya Shah,52,Adult,Female,West,Pune,Sports,Cricket Bat,10,6308.82,0.36,Very High,65319.25,21%,13727.44,63.87,Net Banking,1,TRUE,Returned,7
ORD-03217,22/10/2023,2023,Q4,October,Sunday,CUST14537,Pooja Joshi,41,Adult,Other,North,Amritsar,Beauty,Hair Oil,10,850.71,0.4,Very High,5762.75,47%,2735.24,38.04,Cash on Delivery,4,FALSE,Delivered,6
ORD-02921,17/06/2023,2023,Q2,June,Saturday,CUST51781,Karan Singh,26,Young Adult,Male,North,Delhi,Groceries,Rice (5kg),5,200.85,0.36,Very High,1116.38,6%,71.67,58.1,EMI,2,FALSE,Delivered,1
ORD-01303,08/10/2021,2021,Q4,October,Friday,CUST71873,Aditya Singh,35,Young Adult,Female,East,Bhubaneswar,Furniture,Sofa,3,23823.69,0.11,Medium,88956.71,29%,26211.15,95.16,EMI,5,FALSE,Delivered,6
ORD-01463,23/10/2021,2021,Q4,October,Saturday,CUST80946,Nikhil Verma,35,Young Adult,Other,West,Ahmedabad,Sports,Football,6,10030.26,0.17,Medium,51174.21,28%,14093.89,33.86,Net Banking,4,FALSE,Delivered,8
ORD-02411,11/08/2022,2022,Q3,August,Thursday,CUST04556,Amit Shah,43,Adult,Male,East,Kolkata,Electronics,Laptop,9,33801.96,0.4,Very High,175761.72,14%,23971.25,95.97,Cash on Delivery,,TRUE,Returned,7
ORD-02048,20/06/2022,2022,Q2,June,Monday,CUST98440,Nikhil Nair,,,Other,South,Kochi,Clothing,Saree,4,2288.92,0.09,Low,11495.42,32%,3680.34,53.41,Cash on Delivery,4,FALSE,Shipped,8
ORD-02047,20/06/2022,2022,Q2,June,Monday,CUST63577,Sunita Iyer,49,Adult,Male,Central,Indore,Groceries,Flour,8,377.69,0.27,High,3219.24,8%,244.77,42.69,Credit Card,1,FALSE,delivered,4
ORD-00197,28/03/2020,2020,Q1,March,Saturday,CUST04223,Pooja Joshi,12,Child & Teen,Other,North,Amritsar,Sports,Cycle,8,10282.68,0.11,Medium,66340.96,20%,13106.07,65.44,Net Banking,1,FALSE,Delivered,3
ORD-01595,13/12/2021,2021,Q4,December,Monday,CUST89482,Nisha Chatterjee,38,Adult,Male,South,Kochi,Books,Self-Help Book,7,233.11,0.36,Very High,762.89,36%,271.36,71.2,UPI,,FALSE,Delivered,2
ORD-00799,29/12/2020,2020,Q4,December,Tuesday,CUST20881,Rohan Singh,48,Adult,Male,West,Mumbai,Sports,Yoga Mat,4,2347.62,0.22,High,5426.75,31%,1694.29,36.23,Debit Card,1,FALSE,Delivered,10
ORD-03920,20/08/2024,2024,Q3,August,Tuesday,CUST20311,Shreya Gupta,54,Adult,Other,West,Surat,Sports,Dumbbells,8,8802.69,0.36,Very High,54768.47,23%,12390.55,76.21,Credit Card,5,FALSE,Delivered,
ORD-01013,04/03/2021,2021,Q1,March,Thursday,CUST39675,Priya Kapoor,24,Young Adult,Other,East,Bhubaneswar,Clothing,Jacket,8,1837.46,0.26,High,13934.11,30%,4142.94,81.4,EMI,1,FALSE,Cancelled,8
ORD-02295,23/09/2022,2022,Q3,September,Friday,CUST16205,Arjun Kapoor,32,Young Adult,Male,East,Guwahati,Sports,Tennis Racket,,7290.72,0,No Discount,8729.66,29%,2532.61,59.36,EMI,5,FALSE,Delivered,2
ORD-00267,27/04/2020,2020,Q2,April,Monday,CUST76356,Aditya Pillai,21,Young Adult,Female,East,Kolkata,Sports,Football,6,7876.81,0.02,Low,58868.95,21%,12406.43,62.09,Debit Card,4,FALSE,Shipped,3
ORD-01704,30/01/2022,2022,Q1,January,Sunday,CUST33909,Amit Reddy,28,Young Adult,Female,North,Chandigarh,Books,Comic Book,4,1134.89,0.05,Low,3201.22,29%,939.71,68.97,Net Banking,4,FALSE,Delivered,2
ORD-01925,01/05/2022,2022,Q2,May,Sunday,CUST73689,Meera Chatterjee,41,Adult,Male,South,Kochi,Clothing,Jeans,9,3373.39,0.02,Low,45729.43,41%,18565.86,73.18,Cash on Delivery,2,FALSE,Delivered,4
ORD-02748,04/05/2023,2023,Q2,May,Thursday,CUST72583,Sunita Bose,41,Adult,Female,West,Surat,Groceries,Tea,9,467.6,0.02,Low,5992.24,11%,654.29,37.13,EMI,4,FALSE,Delivered,7
ORD-00575,14/09/2020,2020,Q3,September,Monday,CUST39101,Sunita Mehta,32,Young Adult,Other,East,Guwahati,Furniture,Bookshelf,7,5932.53,0.39,Very High,23093.12,35%,8164.97,84.41,UPI,3,FALSE,Delivered,1
ORD-03873,08/07/2024,2024,Q3,July,Monday,CUST07406,Sunita Pillai,54,Adult,Other,West,Pune,Clothing,Jeans,,545.99,0.34,Very High,578.97,32%,183.45,68.2,Credit Card,1,FALSE,Delivered,9
ORD-02409,11/06/2022,2022,Q2,June,Saturday,CUST13324,Sanjay Iyer,31,Young Adult,Other,North,Delhi,Groceries,Tea,8,163.97,0.16,Medium,1055.34,9%,91.59,24.74,Debit Card,4,FALSE,Shipped,8
ORD-02610,02/06/2023,2023,Q2,June,Friday,CUST96115,Sanjay Rao,39,Adult,Male,South,Kochi,Books,Self-Help Book,10,947.87,0.24,High,7234.13,49%,3527.5,84.4,Credit Card,4,FALSE,Delivered,4
ORD-00915,16/02/2021,2021,Q1,February,Tuesday,CUST76268,Arjun Patel,36,Adult,Other,North,Amritsar,Electronics,Smartwatch,3,48921.59,0.19,Medium,107608.01,16%,16935.06,46.65,Credit Card,1,FALSE,Delivered,3
ORD-02705,17/03/2023,2023,Q1,March,Friday,CUST85785,Meera Rao,41,Adult,Female,West,Surat,Beauty,Perfume,2,888.49,0.08,Low,2115.74,38%,795.3,42.25,Debit Card,1,FALSE,Pending,8
ORD-01524,16/11/2021,2021,Q4,November,Tuesday,CUST61294,Shreya Mishra,,,Other,North,Amritsar,Groceries,Rice (5kg),1,148.49,0.12,Medium,100.14,7%,7.46,70.77,Credit Card,1,FALSE,Delivered,9
ORD-00597,24/09/2020,2020,Q3,September,Thursday,CUST03651,Arjun Patel,55,Adult,Female,West,Surat,Electronics,Tablet,1,38379.55,0.18,Medium,33725.89,14%,4708.06,49.85,EMI,2,FALSE,Delivered,
ORD-04126,30/11/2024,2024,Q4,November,Saturday,CUST88649,Pooja Iyer,3,Child & Teen,Female,South,Chennai,Books,Self-Help Book,10,1308.63,0.39,Very High,8038.79,46%,3691.88,59.74,EMI,5,FALSE,Delivered,9
ORD-01289,08/03/2021,2021,Q1,March,Monday,CUST60491,Shreya Bhat,24,Young Adult,Other,East,Bhubaneswar,Sports,Cycle,2,8857.58,0.05,Low,21239.19,16%,3446.13,90.64,Net Banking,,TRUE,Returned,8
ORD-01992,30/05/2022,2022,Q2,May,Monday,CUST42274,Nisha Reddy,38,Adult,Other,South,Chennai,Sports,Tennis Racket,10,2313.34,0.07,Low,26178.67,23%,6071.72,54.61,Debit Card,1,TRUE,Returned,3
ORD-02690,13/03/2023,2023,Q1,March,Monday,CUST42802,Sanjay Rao,25,Young Adult,Male,South,Hyderabad,Sports,Cycle,4,7081.6,0.31,Very High,25039.19,26%,6611.41,89.06,Debit Card,,TRUE,Returned,10
ORD-02181,13/08/2022,2022,Q3,August,Saturday,CUST50045,Arjun Verma,21,Young Adult,Male,North,Chandigarh,Clothing,Jeans,8,3588.17,0.24,High,31618.79,43%,13674.74,86.78,EMI,1,FALSE,Delivered,7
ORD-03851,30/07/2024,2024,Q3,July,Tuesday,CUST24550,Amit Nair,19,Young Adult,Other,West,Pune,Clothing,Kurta,4,2461.65,0.33,Very High,9963.87,24%,2386.31,85.19,Net Banking,4,FALSE,Delivered,1
ORD-00644,14/10/2020,2020,Q4,October,Wednesday,CUST94203,Sanjay Nair,34,Young Adult,Other,Central,Bhopal,Furniture,Bed Frame,4,22879.02,0.1,Low,63905.82,29%,18612.63,53.94,Cash on Delivery,1,FALSE,Cancelled,6
ORD-02923,18/06/2023,2023,Q2,June,Sunday,CUST62956,Pooja Mishra,15,Child & Teen,Male,North,Ludhiana,Books,Cook Book,9,916.14,0.36,Very High,8220.04,32%,2666.27,63.91,Cash on Delivery,4,FALSE,Cancelled,7
ORD-01414,29/09/2021,2021,Q3,September,Wednesday,CUST00909,Ananya Verma,32,Young Adult,Other,South,Bangalore,Furniture,Sofa,6,3717.72,0.22,High,17177.15,29%,4949.58,62.81,Net Banking,2,FALSE,Delivered,3
ORD-03126,09/11/2023,2023,Q4,November,Thursday,CUST84742,Sunita Patel,42,Adult,Other,South,Bangalore,Sports,Cricket Bat,7,7005.09,,,55004.13,25%,13825.48,39.04,Net Banking,3,FALSE,Delivered,3
ORD-00251,20/04/2020,2020,Q2,April,Monday,CUST66007,Sunita Bose,26,Young Adult,Male,North,Ludhiana,Furniture,Sofa,1,6470.7,0.34,Very High,4394.74,28%,1235.03,66.87,Net Banking,4,FALSE,Delivered,7
ORD-03006,24/07/2023,2023,Q3,July,Monday,CUST96839,Amit Sharma,38,Adult,Female,Central,Raipur,Books,Cook Book,10,680.67,0.28,High,7920.13,55%,4381.82,60.91,Credit Card,,FALSE,Delivered,4
ORD-01407,25/09/2021,2021,Q3,September,Saturday,CUST62870,Shreya Mehta,38,Adult,Female,Central,Raipur,Beauty,Face Cream,2,1348.14,0.25,High,2363.7,38%,904.82,48.59,UPI,2,FALSE,Delivered,5
ORD-02313,10/02/2022,2022,Q1,February,Thursday,CUST66337,Kavya Singh,,,Female,South,Bangalore,Clothing,Dress,10,2259.78,0.04,Low,20953.37,38%,7949.05,52.93,UPI,5,FALSE,Delivered,7
ORD-01620,25/12/2021,2021,Q4,December,Saturday,CUST54344,Nisha Bhat,27,Young Adult,Female,North,Amritsar,Beauty,Sunscreen,1,805.29,0.36,Very High,359.88,48%,172.3,52.35,Net Banking,,FALSE,Delivered,6
ORD-00563,09/07/2020,2020,Q3,July,Thursday,CUST44323,Ritu Bose,33,Young Adult,Female,South,Bangalore,Books,Cook Book,6,1105.96,0.29,High,5241.79,33%,1716.01,67.65,Debit Card,3,TRUE,Returned,
ORD-01940,05/06/2022,2022,Q2,June,Sunday,CUST29935,Sanjay Mishra,3,Child & Teen,Female,West,Surat,Beauty,Sunscreen,8,2364.86,0.15,Medium,20195.66,59%,11817.43,58.27,Debit Card,5,FALSE,Delivered,5
ORD-00142,27/02/2020,2020,Q1,February,Thursday,CUST82516,Ritu Joshi,4,Child & Teen,Female,East,Bhubaneswar,Sports,Tennis Racket,1,11227.96,0.31,Very High,6220.68,27%,1706.13,87.6,Net Banking,2,FALSE,Shipped,3
ORD-03035,08/05/2023,2023,Q2,May,Monday,CUST76199,Meera Pillai,6,Child & Teen,Other,West,Ahmedabad,Sports,Tennis Racket,3,6247.18,0.23,High,19652.06,26%,5128.89,52.48,Credit Card,4,FALSE,Delivered,7
ORD-04095,11/11/2024,2024,Q4,November,Monday,CUST78442,Arjun Gupta,43,Adult,Female,South,Kochi,Furniture,Bed Frame,2,28947.69,0.39,Very High,35266.77,23%,8167.38,63.11,UPI,,FALSE,Delivered,1
ORD-03088,26/08/2023,2023,Q3,August,Saturday,CUST49151,Sunita Patel,35,Young Adult,Other,West,Mumbai,Electronics,Headphones,1,41296.1,0.07,Low,53611.5,8%,4184.23,65.67,Credit Card,5,FALSE,Delivered,5
ORD-00283,05/05/2020,2020,Q2,May,Tuesday,CUST17741,Arjun Verma,32,Young Adult,Female,East,Patna,Books,Cook Book,10,1387.77,0.03,Low,15244.18,35%,5378.75,88.89,Net Banking,4,FALSE,Delivered,9
ORD-01821,16/03/2022,2022,Q1,March,Wednesday,CUST07773,Karan Gupta,41,Adult,Female,South,Hyderabad,Books,Comic Book,2,1012.58,,,2058.59,46%,942.39,79.24,UPI,5,FALSE,Delivered,
ORD-01627,27/12/2021,2021,Q4,December,Monday,CUST42701,Aarav Joshi,48,Adult,Male,South,Kochi,Clothing,Jacket,10,593.55,0.18,Medium,3624.78,25%,896.12,78,Debit Card,5,FALSE,Delivered,9
ORD-02274,15/09/2022,2022,Q3,September,Thursday,CUST66737,Ananya Patel,43,Adult,Female,South,Chennai,Clothing,T-Shirt,,803.12,0.07,Low,911.76,36%,328.33,73.01,Credit Card,3,FALSE,Delivered,7
ORD-03211,20/10/2023,2023,Q4,October,Friday,CUST59240,Ananya Mehta,47,Adult,Male,North,Ludhiana,Beauty,Shampoo,3,2099.98,0.35,Very High,4400.47,48%,2125.89,50.77,Cash on Delivery,,TRUE,Returned,7
ORD-02973,07/11/2023,2023,Q4,November,Tuesday,CUST55824,Ritu Kumar,27,Young Adult,Male,West,Pune,Books,Fiction Novel,1,623.96,0.21,High,778.16,34%,263.81,68.14,Cash on Delivery,3,FALSE,Delivered,6
ORD-03131,15/09/2023,2023,Q3,September,Friday,CUST60904,Aditya Shah,29,Young Adult,Female,North,Chandigarh,Groceries,Dal (1kg),1,394.11,0.22,High,414.31,8%,32.52,55.15,UPI,3,FALSE,Delivered,2
ORD-01170,06/08/2021,2021,Q3,August,Friday,CUST04051,Ananya Sharma,4,Child & Teen,Male,South,Hyderabad,Furniture,Sofa,5,23260.25,0.33,Very High,119013.87,27%,32585.16,74.55,EMI,5,FALSE,Delivered,9
ORD-02153,03/08/2022,2022,Q3,August,Wednesday,CUST05495,Vikram Singh,45,Adult,Female,North,Delhi,Clothing,Kurta,1,2503.3,0.15,Medium,2937.26,25%,723.88,47.55,EMI,2,TRUE,Returned,10
ORD-02260,09/10/2022,2022,Q4,October,Sunday,CUST10492,Rahul Patel,61,Senior,Other,West,Surat,Beauty,Lipstick,9,1292.16,0.22,High,10154.82,30%,3046.85,70.59,Credit Card,2,TRUE,Returned,6
ORD-01363,09/05/2021,2021,Q2,May,Sunday,CUST15260,Meera Patel,4,Child & Teen,Female,East,Bhubaneswar,Electronics,Camera,10,55908.72,0.11,Medium,627898.81,14%,86690.85,75.65,Cash on Delivery,5,FALSE,Shipped,4
ORD-01781,03/02/2022,2022,Q1,February,Thursday,CUST31446,Priya Singh,57,Senior,Female,North,Chandigarh,Beauty,Face Cream,6,583.99,0.26,High,2822.23,47%,1322.69,22.05,Credit Card,4,FALSE,Shipped,6
ORD-02812,05/04/2023,2023,Q2,April,Wednesday,CUST82471,Pooja Shah,36,Adult,Female,South,Kochi,Clothing,Saree,2,3236.58,0.04,Low,9893.97,32%,3171.49,71.87,Cash on Delivery,1,FALSE,Delivered,9
ORD-04169,16/12/2024,2024,Q4,December,Monday,CUST68700,Aditya Mehta,33,Young Adult,Female,South,Bangalore,Sports,Football,9,7976.73,,,57905.39,24%,13844.42,69.85,EMI,1,FALSE,Delivered,8
ORD-00384,06/12/2020,2020,Q4,December,Sunday,CUST60562,Kavya Rao,25,Young Adult,Male,North,Ludhiana,Clothing,Dress,10,658.16,0.25,High,6367.6,29%,1841.64,63.58,Cash on Delivery,1,FALSE,Delivered,7
ORD-03940,26/08/2024,2024,Q3,August,Monday,CUST96355,Shreya Bose,35,Young Adult,Female,East,Bhubaneswar,Books,Comic Book,2,1157.89,0.35,Very High,2443.04,27%,649.16,56.27,Debit Card,1,FALSE,Delivered,9
ORD-01059,25/04/2021,2021,Q2,April,Sunday,CUST64001,Ananya Das,63,Senior,Other,South,Hyderabad,Electronics,Tablet,8,28211.93,0.33,Very High,175402.71,12%,20772.79,61.29,Debit Card,5,FALSE,Delivered,4
ORD-03995,21/09/2024,2024,Q3,September,Saturday,CUST60857,Aarav Kapoor,3,Child & Teen,Male,Central,Raipur,Beauty,Sunscreen,7,2114.17,0.39,Very High,13036.59,47%,6081.67,26.71,Debit Card,3,FALSE,delivered,
ORD-03729,14/06/2024,2024,Q2,June,Friday,CUST27952,Pooja Rao,33,Young Adult,Other,West,Ahmedabad,Clothing,Dress,1,3581.25,0.01,Low,6175.08,29%,1771.61,56.33,Credit Card,1,FALSE,Delivered,
ORD-03122,09/09/2023,2023,Q3,September,Saturday,CUST56458,Kavya Das,3,Child & Teen,Other,East,Kolkata,Furniture,Desk,9,24481.84,0.18,Medium,236017.16,29%,68746.18,92.95,Net Banking,3,FALSE,Pending,10
ORD-02176,08/12/2022,2022,Q4,December,Thursday,CUST51575,Karan Mishra,3,Child & Teen,Other,North,Ludhiana,Sports,Football,7,14759.38,0,No Discount,128001.22,20%,25740.07,70.7,Net Banking,3,FALSE,Delivered,7
ORD-01078,05/03/2021,2021,Q1,March,Friday,CUST72966,Vikram Verma,52,Adult,Female,East,Kolkata,Beauty,Perfume,2,608.88,0.23,High,1272.71,40%,511.96,106.95,UPI,4,TRUE,Returned,4
ORD-03959,09/04/2024,2024,Q2,April,Tuesday,CUST64416,Pooja Reddy,35,Young Adult,Other,West,Surat,Clothing,Jacket,10,1823.02,0.19,Medium,21680.07,54%,11667.37,63.11,UPI,5,FALSE,Delivered,6
ORD-02697,14/03/2023,2023,Q1,March,Tuesday,CUST37138,Ritu Nair,42,Adult,Other,West,Pune,Electronics,Headphones,2,76935.79,0.01,Low,171768.97,16%,27234.01,63.96,Cash on Delivery,1,FALSE,Delivered,3
ORD-00270,28/04/2020,2020,Q2,April,Tuesday,CUST73911,Ritu Patel,,,Other,East,Kolkata,Clothing,Jeans,6,2934.92,0.1,Low,18790.52,41%,7715.18,74.02,Debit Card,5,FALSE,Cancelled,8
ORD-02515,28/12/2022,2022,Q4,December,Wednesday,CUST66205,Ritu Verma,3,Child & Teen,Male,West,Pune,Books,Biography,5,1103.75,0.25,High,3579.91,53%,1891.54,60.86,Cash on Delivery,3,FALSE,Cancelled,1
ORD-02735,30/03/2023,2023,Q1,March,Thursday,CUST60872,Kavya Shah,38,Adult,Male,South,Chennai,Furniture,Chair,1,7329.9,0.35,Very High,6777.56,35%,2396.72,101.29,Credit Card,5,FALSE,Shipped,10
ORD-01766,21/02/2022,2022,Q1,February,Monday,CUST87890,Karan Mishra,46,Adult,Other,Central,Nagpur,Books,Textbook,4,378.9,0.39,Very High,957.41,25%,235.48,29.15,Credit Card,5,FALSE,Delivered,3
ORD-02707,18/03/2023,2023,Q1,March,Saturday,CUST97042,Ananya Mishra,28,Young Adult,Other,Central,Bhopal,Books,Cook Book,4,1221.11,0.25,High,5162.57,36%,1875.62,43.22,EMI,5,FALSE,Delivered,5
ORD-00671,31/10/2020,2020,Q4,October,Saturday,CUST93387,Ritu Bose,43,Adult,Other,West,Surat,Groceries,Cooking Oil,8,347.71,0.08,Low,2265.28,8%,178.59,64.88,Credit Card,5,FALSE,Delivered,9
ORD-03931,23/08/2024,2024,Q3,August,Friday,CUST94914,Sunita Verma,31,Young Adult,Other,South,Chennai,Sports,Yoga Mat,6,9574.41,0.02,Low,81951.13,19%,15952.26,75.33,EMI,4,FALSE,Delivered,6
